,Datetime,Open,High,Low,Close,Volume
0,2017-07-17 08:15:00,9908.15,9908.15,9908.15,9908.15,0
1,2017-07-17 09:15:00,9908.15,9916.7,9894.85,9915.3,0
2,2017-07-17 10:15:00,9915.45,9920.3,9911.8,9915.25,0
3,2017-07-17 11:15:00,9915.4,9916.55,9902.75,9904.7,0
4,2017-07-17 12:15:00,9904.75,9911.1,9902.6,9907.05,0
5,2017-07-17 13:15:00,9907.25,9917.3,9904.3,9917.3,0
6,2017-07-17 14:15:00,9917.4,9928.2,9916.0,9919.9,0
7,2017-07-17 15:15:00,9919.05,9921.3,9910.4,9913.65,0
8,2017-07-18 08:15:00,9832.7,9832.7,9832.7,9832.7,0
9,2017-07-18 09:15:00,9863.5,9884.45,9853.25,9873.35,0
10,2017-07-18 10:15:00,9872.75,9875.7,9842.45,9853.1,0
11,2017-07-18 11:15:00,9853.35,9862.85,9850.9,9856.25,0
12,2017-07-18 12:15:00,9856.35,9858.85,9842.9,9842.95,0
13,2017-07-18 13:15:00,9844.25,9870.8,9842.05,9867.6,0
14,2017-07-18 14:15:00,9869.55,9869.55,9817.95,9829.85,0
15,2017-07-18 15:15:00,9825.95,9828.45,9824.2,9828.45,0
16,2017-07-19 08:15:00,9855.95,9855.95,9855.95,9855.95,0
17,2017-07-19 09:15:00,9866.8,9873.8,9853.9,9863.9,0
18,2017-07-19 10:15:00,9865.4,9876.15,9865.4,9872.8,0
19,2017-07-19 11:15:00,9872.8,9881.35,9871.5,9878.6,0
20,2017-07-19 12:15:00,9880.5,9888.8,9873.3,9875.3,0
21,2017-07-19 13:15:00,9875.85,9876.7,9862.0,9876.7,0
22,2017-07-19 14:15:00,9876.9,9903.45,9875.2,9897.95,0
23,2017-07-19 15:15:00,9898.95,9904.0,9898.95,9902.05,0
24,2017-07-20 08:15:00,9920.2,9920.2,9920.2,9920.2,0
25,2017-07-20 09:15:00,9914.0,9920.45,9894.65,9894.65,0
26,2017-07-20 10:15:00,9895.75,9909.0,9889.45,9909.0,0
27,2017-07-20 11:15:00,9909.65,9909.65,9893.0,9893.5,0
28,2017-07-20 12:15:00,9893.8,9893.8,9864.05,9879.75,0
29,2017-07-20 13:15:00,9881.65,9889.55,9866.15,9875.7,0
30,2017-07-20 14:15:00,9875.4,9887.35,9869.0,9871.2,0
31,2017-07-20 15:15:00,9869.95,9875.75,9869.95,9870.9,0
32,2017-07-21 08:15:00,9899.6,9899.6,9899.6,9899.6,0
33,2017-07-21 09:15:00,9893.9,9918.0,9881.65,9918.0,0
34,2017-07-21 10:15:00,9916.2,9916.2,9906.1,9913.25,0
35,2017-07-21 11:15:00,9911.9,9911.9,9884.9,9888.2,0
36,2017-07-21 12:15:00,9886.1,9895.75,9840.0,9853.0,0
37,2017-07-21 13:15:00,9847.6,9877.7,9847.6,9865.8,0
38,2017-07-21 14:15:00,9870.15,9917.35,9870.15,9917.35,0
39,2017-07-21 15:15:00,9917.05,9922.95,9914.15,9914.15,0
40,2017-07-24 08:15:00,9936.8,9936.8,9936.8,9936.8,0
41,2017-07-24 09:15:00,9924.65,9952.9,9919.9,9949.3,0
42,2017-07-24 10:15:00,9950.25,9968.0,9950.25,9964.95,0
43,2017-07-24 11:15:00,9964.5,9965.4,9956.7,9958.65,0
44,2017-07-24 12:15:00,9959.2,9969.6,9956.75,9960.95,0
45,2017-07-24 13:15:00,9958.95,9975.1,9958.3,9974.5,0
46,2017-07-24 14:15:00,9973.3,9980.4,9951.65,9966.2,0
47,2017-07-24 15:15:00,9963.95,9972.6,9963.95,9965.55,0
48,2017-07-25 08:15:00,10010.5,10010.55,10010.55,10010.5,0
49,2017-07-25 09:15:00,9993.05,9993.85,9957.6,9971.6,0
50,2017-07-25 10:15:00,9972.4,9976.05,9964.5,9969.4,0
