Day_Open,Day_High,Day_Low,Day_Close,Day_Trend,Day_Date,Day_SwingMin,Day_SwingMax,Datetime,Open,High,Low,Close,Pivot,Candle,5EMA,15EMA,20EMA,50EMA,200EMA,RSI,Trend,CandleBody,Small_Swing_Min,Small_Swing_Max
18127.1,18132.7,17958.8,17999.2,-1,2021-11-16,17613.1,18604.4,2021-11-16 05:30:00,18127.1,18132.7,17958.8,17999.2,18030.233333333334,Red,18026.096472881793,18006.90705534534,17991.24446916717,17704.097336506882,16313.23317483105,48.79269823665467,-1,127.89999999999782,17958.8,22794.7
17939.3,18022.7,17879.2,17898.7,-1,2021-11-17,17613.1,18604.4,2021-11-17 05:30:00,17939.3,18022.7,17879.2,17898.7,17933.533333333336,Red,17983.630981921197,17993.381173427173,17982.430710198867,17711.728813506612,16329.008964136216,41.0105089606154,-1,40.599999999998545,17879.2,22794.7
17890.6,17945.6,17688.5,17764.8,-1,2021-11-18,17613.1,18604.4,2021-11-18 05:30:00,17890.6,17945.6,17688.5,17764.8,17799.63333333333,Red,17910.6873212808,17964.808526748777,17961.703975894212,17713.81003650635,16343.295442105009,32.67765762699146,-1,125.79999999999927,17688.5,22794.7
17796.2,17805.2,17280.4,17416.6,-1,2021-11-22,17280.4,18604.4,2021-11-22 05:30:00,17796.2,17805.2,17280.4,17416.6,17500.733333333334,Red,17745.991547520534,17896.28246090518,17909.789311523335,17702.15474095708,16353.975089447247,19.99787586871176,-1,379.6000000000022,17280.4,22794.7
17281.8,17553.7,17216.1,17503.3,-1,2021-11-23,17216.1,18604.4,2021-11-23 05:30:00,17281.8,17553.7,17216.1,17503.3,17424.36666666667,Green,17665.09436501369,17847.15965329203,17871.076043759207,17694.35651582151,16365.411158208968,28.30963979295356,-1,221.5,17216.1,22794.7
17550.1,17600.6,17354.0,17415.1,-1,2021-11-24,17216.1,18604.4,2021-11-24 05:30:00,17550.1,17600.6,17354.0,17415.1,17456.566666666666,Red,17581.76291000913,17793.152196630526,17827.649753877376,17683.40527990694,16375.855823301417,25.123254342567364,-1,135.0,17216.1,22794.7
17417.3,17564.3,17351.7,17536.2,-1,2021-11-25,17216.1,18604.4,2021-11-25 05:30:00,17417.3,17564.3,17351.7,17536.2,17484.066666666666,Green,17566.57527333942,17761.03317205171,17799.892634460484,17677.632523832155,16387.4015365024,36.836720834119994,-1,118.90000000000146,17216.1,22794.7
17338.8,17355.4,16985.7,17026.4,-1,2021-11-26,16985.7,18604.4,2021-11-26 05:30:00,17338.8,17355.4,16985.7,17026.4,17122.500000000004,Red,17386.51684889295,17669.204025545245,17726.226669273772,17652.093993485796,16393.75973016904,20.576071726703006,-1,312.3999999999978,16985.7,22794.7
17055.8,17160.7,16782.4,17053.9,-1,2021-11-29,16782.4,18604.4,2021-11-29 05:30:00,17055.8,17160.7,16782.4,17053.9,16999.000000000004,Red,17275.644565928633,17592.29102235209,17662.195557914365,17628.63540550596,16400.328290067857,22.78248491982768,-1,1.8999999999978172,16782.4,22794.7
17051.2,17324.7,16931.4,16983.2,-1,2021-11-30,16782.4,18604.4,2021-11-30 05:30:00,17051.2,17324.7,16931.4,16983.2,17079.766666666666,Red,17178.163043952423,17516.15464455808,17597.529314303472,17603.32421313318,16406.128008574644,20.984057497681334,-1,68.0,16782.4,22794.7
17104.4,17213.1,17064.2,17166.9,-1,2021-12-01,16782.4,18604.4,2021-12-01 05:30:00,17104.4,17213.1,17064.2,17166.9,17148.06666666667,Green,17174.408695968283,17472.49781398832,17556.516998655523,17586.20953810835,16413.697879136093,36.59088138343027,-1,62.5,16782.4,22794.7
17183.2,17420.3,17149.3,17401.7,-1,2021-12-02,16782.4,18604.4,2021-12-02 05:30:00,17183.2,17420.3,17149.3,17401.7,17323.766666666666,Green,17250.172463978855,17463.64808723978,17541.77252259309,17578.97386994724,16423.52874601036,51.33416360342558,-1,218.5,16782.4,22794.7
17424.9,17489.8,17180.8,17196.7,-1,2021-12-03,16782.4,18604.4,2021-12-03 05:30:00,17424.9,17489.8,17180.8,17196.7,17289.100000000002,Red,17232.34830931924,17430.279576334808,17508.90847282232,17563.982737792445,16431.221992318715,41.27863688263586,-1,228.20000000000073,16782.4,22794.7
17209.1,17216.8,16891.7,16912.2,-1,2021-12-06,16782.4,18604.4,2021-12-06 05:30:00,17209.1,17216.8,16891.7,16912.2,17006.899999999998,Red,17125.632206212827,17365.519629292958,17452.07909445829,17538.422630428035,16436.007843141415,31.125075417797447,-1,296.8999999999978,16782.4,22794.7
17044.1,17251.7,16987.8,17176.7,-1,2021-12-07,16782.4,18604.4,2021-12-07 05:30:00,17044.1,17251.7,16987.8,17176.7,17138.733333333334,Green,17142.654804141886,17341.917175631337,17425.852514033693,17524.237429234778,16443.37791435394,45.95591868206876,-1,132.60000000000218,16782.4,22794.7
17315.2,17484.6,17308.9,17469.8,-1,2021-12-08,16782.4,18604.4,2021-12-08 05:30:00,17315.2,17484.6,17308.9,17469.8,17421.100000000002,Green,17251.70320276126,17357.90252867742,17430.037988887627,17522.102628088316,16453.591069434995,57.986033703896,-1,154.59999999999854,16782.4,22794.7
17524.4,17543.2,17379.6,17516.8,-1,2021-12-09,16782.4,18604.4,2021-12-09 05:30:00,17524.4,17543.2,17379.6,17516.8,17479.86666666667,Red,17340.06880184084,17377.76471259274,17438.301037564997,17521.894681888774,16464.17026277395,59.71172686967619,-1,7.600000000002183,16782.4,22794.7
17476.1,17534.3,17405.2,17511.3,-1,2021-12-10,16782.4,18604.4,2021-12-10 05:30:00,17476.1,17534.3,17405.2,17511.3,17483.600000000002,Green,17397.145867893894,17394.456623518647,17445.253319701664,17521.47920416765,16474.589464139382,59.369292108151136,-1,35.20000000000073,16782.4,22794.7
17619.1,17639.5,17355.9,17368.2,-1,2021-12-13,16782.4,18604.4,2021-12-13 05:30:00,17619.1,17639.5,17355.9,17368.2,17454.533333333336,Red,17387.497245262595,17391.174545578815,17437.914908301504,17515.468254984604,16483.481111262376,50.35346165121857,-1,250.89999999999782,16782.4,22794.7
17283.2,17376.2,17225.8,17324.9,-1,2021-12-14,16782.4,18604.4,2021-12-14 05:30:00,17283.2,17376.2,17225.8,17324.9,17308.966666666667,Green,17366.631496841732,17382.890227381464,17427.15158370136,17507.994990083247,16491.853438513495,47.72202891196326,-1,41.70000000000073,16782.4,22794.7
17323.7,17351.2,17192.2,17221.4,-1,2021-12-15,16782.4,18604.4,2021-12-15 05:30:00,17323.7,17351.2,17192.2,17221.4,17254.933333333334,Red,17318.22099789449,17362.70394895878,17407.556194777422,17496.755970864295,16499.11260827953,41.5010874157591,-1,102.29999999999927,16782.4,22794.7
17373.0,17379.3,17184.9,17248.4,-1,2021-12-16,16782.4,18604.4,2021-12-16 05:30:00,17373.0,17379.3,17184.9,17248.4,17270.866666666665,Red,17294.94733192966,17348.415955338933,17392.398461941477,17487.01652102648,16506.56820421705,43.794695359599075,-1,124.59999999999854,16782.4,22794.7
17276.0,17298.2,16966.4,16985.2,-1,2021-12-17,16782.4,18604.4,2021-12-17 05:30:00,17276.0,17298.2,16966.4,16985.2,17083.266666666666,Red,17191.69822128644,17303.013960921566,17353.61765604229,17467.33744177054,16511.330709647726,30.02427306286411,-1,290.7999999999993,16782.4,22794.7
16824.2,16840.1,16410.2,16614.2,-1,2021-12-20,16410.2,18604.4,2021-12-20 05:30:00,16824.2,16840.1,16410.2,16614.2,16621.5,Red,16999.19881419096,17216.91221580637,17283.196926895405,17433.881071505028,16512.35428467611,19.599916762689347,-1,210.0,16410.2,22794.7
16773.2,16936.4,16688.2,16770.8,-1,2021-12-21,16410.2,18604.4,2021-12-21 05:30:00,16773.2,16936.4,16688.2,16770.8,16798.46666666667,Red,16923.065876127308,17161.14818883057,17234.397219572034,17407.87789223032,16514.925883833563,31.62464886431688,-1,2.400000000001455,16410.2,22794.7
16865.6,16971.0,16819.5,16955.4,-1,2021-12-22,16410.2,18604.4,2021-12-22 05:30:00,16865.6,16971.0,16819.5,16955.4,16915.3,Green,16933.843917418206,17135.42966522675,17207.82605580327,17390.13366116247,16519.308710860096,43.56435389266274,-1,89.80000000000291,16410.2,22794.7
17066.8,17118.7,17015.6,17072.6,-1,2021-12-23,16410.2,18604.4,2021-12-23 05:30:00,17066.8,17118.7,17015.6,17072.6,17068.966666666667,Green,16980.09594494547,17127.575957073408,17194.947383822007,17377.681360724724,16524.814096821687,50.19080114853174,-1,5.799999999999272,16410.2,22794.7
17149.5,17155.6,16909.6,17003.8,-1,2021-12-24,16410.2,18604.4,2021-12-24 05:30:00,17149.5,17155.6,16909.6,17003.8,17023.0,Red,16987.997296630314,17112.103962439232,17176.742871077055,17363.019346578658,16529.58012570903,46.35655108263348,-1,145.70000000000073,16410.2,22794.7
16937.8,17112.1,16833.2,17086.2,-1,2021-12-27,16410.2,18604.4,2021-12-27 05:30:00,16937.8,17112.1,16833.2,17086.2,17010.5,Green,17020.731531086876,17108.86596713433,17168.11974049829,17352.163685928514,16535.118631920883,51.66357287336406,-1,148.40000000000146,16410.2,22794.7
17177.6,17250.2,17161.2,17233.2,-1,2021-12-28,16410.2,18604.4,2021-12-28 05:30:00,17177.6,17250.2,17161.2,17233.2,17214.86666666667,Green,17091.554354057916,17124.40772124254,17174.317860450832,17347.498443343084,16542.06471518535,60.111549662490695,-1,55.60000000000218,16410.2,22794.7
17220.1,17285.9,17176.7,17213.6,-1,2021-12-29,16410.2,18604.4,2021-12-29 05:30:00,17220.1,17285.9,17176.7,17213.6,17225.4,Red,17132.23623603861,17135.556756087222,17178.059016598374,17342.2475239963,16548.746658317836,58.476322100392494,-1,6.5,16410.2,22794.7
17201.4,17264.1,17146.3,17203.9,-1,2021-12-30,16410.2,18604.4,2021-12-30 05:30:00,17201.4,17264.1,17146.3,17203.9,17204.766666666666,Green,17156.124157359074,17144.099661576318,17180.520062636624,17336.822130898403,16555.26559704104,57.54663434265685,-1,2.5,16410.2,22794.7
17244.5,17400.8,17238.5,17354.1,-1,2021-12-31,16410.2,18604.4,2021-12-31 05:30:00,17244.5,17400.8,17238.5,17354.1,17331.133333333335,Green,17222.11610490605,17170.349703879278,17197.05148524266,17337.499694392583,16563.21419806551,67.22804869621997,-1,109.59999999999854,16410.2,22794.7
17387.2,17646.7,17383.3,17625.7,1,2022-01-03,16410.2,17646.7,2022-01-03 05:30:00,17387.2,17646.7,17383.3,17625.7,17551.899999999998,Green,17356.64406993737,17227.26849089437,17237.875153314788,17348.8016671615,16573.78619609471,78.07666552441495,1,238.5,16410.2,17646.7
17681.4,17827.6,17593.6,17805.2,1,2022-01-04,16410.2,17827.6,2022-01-04 05:30:00,17681.4,17827.6,17593.6,17805.2,17742.13333333333,Green,17506.162713291582,17299.509929532574,17291.90609109433,17366.699640998308,16586.039069765407,82.63547057919035,1,123.79999999999927,16410.2,17827.6
17820.1,17944.7,17748.8,17925.2,1,2022-01-05,16410.2,17944.7,2022-01-05 05:30:00,17820.1,17944.7,17748.8,17925.2,17872.899999999998,Green,17645.841808861056,17377.721188341002,17352.219796704394,17388.60161586112,16599.36405414585,85.11804578982223,1,105.10000000000218,16410.2,17944.7
17768.5,17797.9,17655.6,17745.9,1,2022-01-06,16410.2,17944.7,2022-01-06 05:30:00,17768.5,17797.9,17655.6,17745.9,17733.133333333335,Red,17679.194539240707,17423.743539798375,17389.713149399213,17402.613317199903,16610.772372015046,67.75069933102031,1,22.599999999998545,16410.2,17944.7
17797.6,17905.0,17704.6,17812.7,1,2022-01-07,16410.2,17944.7,2022-01-07 05:30:00,17797.6,17905.0,17704.6,17812.7,17807.433333333334,Green,17723.696359493806,17472.363097323578,17429.997611361192,17418.695147897946,16622.73185090047,70.44655908933683,1,15.100000000002183,16410.2,17944.7
17913.3,18017.4,17879.2,18003.3,1,2022-01-10,16410.2,18017.4,2022-01-10 05:30:00,17913.3,18017.4,17879.2,18003.3,17966.633333333335,Green,17816.897572995873,17538.73021015813,17484.5978388506,17441.62082837254,16636.468847408923,77.02308331191523,1,90.0,16410.2,18017.4
17997.8,18081.2,17964.4,18055.8,1,2022-01-11,16410.2,18081.2,2022-01-11 05:30:00,17997.8,18081.2,17964.4,18055.8,18033.800000000003,Green,17896.531715330584,17603.363933888362,17538.998044674354,17465.70628608342,16650.591545444655,78.59733402166857,1,58.0,16410.2,18081.2
18170.4,18227.9,18128.8,18212.3,1,2022-01-12,16410.2,18227.9,2022-01-12 05:30:00,18170.4,18227.9,18128.8,18212.3,18189.666666666668,Green,18001.78781022039,17679.480942152317,17603.122040419654,17494.98447094289,16666.130933052173,82.8102904796458,1,41.89999999999782,16410.2,18227.9
18257.0,18272.2,18163.8,18257.8,1,2022-01-13,16410.2,18272.2,2022-01-13 05:30:00,18257.0,18272.2,18163.8,18257.8,18231.266666666666,Green,18087.125206813595,17751.770824383275,17665.472322284448,17524.898805415716,16681.968436205883,83.91492946725492,1,0.7999999999992724,16410.2,18272.2
18185.0,18286.9,18119.7,18255.8,1,2022-01-14,16410.2,18286.9,2022-01-14 05:30:00,18185.0,18286.9,18119.7,18255.8,18220.800000000003,Green,18143.35013787573,17814.774471335364,17721.694005876405,17553.561597360196,16697.628451766024,83.631450199537,1,70.79999999999927,16410.2,18286.9
18235.7,18321.6,18228.8,18308.1,1,2022-01-17,16410.2,18321.6,2022-01-17 05:30:00,18235.7,18321.6,18228.8,18308.1,18286.166666666664,Green,18198.26675858382,17876.440162418443,17777.542195792936,17583.15133864019,16713.653044285766,85.20032140281587,1,72.39999999999782,16410.2,18321.6
18337.2,18350.9,18085.9,18113.1,1,2022-01-18,16410.2,18350.9,2022-01-18 05:30:00,18337.2,18350.9,18085.9,18113.1,18183.3,Red,18169.87783905588,17906.02264211614,17809.500081907896,17603.93363908567,16727.577889616256,59.629180849049575,1,224.10000000000218,16410.2,18350.9
18129.2,18129.2,17884.9,17938.4,1,2022-01-19,16410.2,18350.9,2022-01-19 05:30:00,18129.2,18129.2,17884.9,17938.4,17984.166666666668,Red,18092.718559370587,17910.069811851623,17821.776264583335,17617.049966964663,16739.625870814103,45.082690264099824,1,190.79999999999927,16410.2,18350.9
17921.0,17943.7,17648.4,17757.0,1,2022-01-20,16410.2,18350.9,2022-01-20 05:30:00,17921.0,17943.7,17648.4,17757.0,17783.033333333336,Red,17980.812372913726,17890.93608537017,17815.60709652778,17622.538203554286,16749.748996477643,34.57351664904161,1,164.0,16410.2,18350.9
17613.7,17707.6,17485.8,17617.2,1,2022-01-21,16410.2,18350.9,2022-01-21 05:30:00,17613.7,17707.6,17485.8,17617.2,17603.53333333333,Green,17859.60824860915,17856.7190746989,17796.71118257275,17622.32886223843,16758.380349746523,28.44197563828962,1,3.5,16410.2,18350.9
17575.2,17599.4,16997.8,17149.1,-1,2022-01-24,16997.8,18350.9,2022-01-24 05:30:00,17575.2,17599.4,16997.8,17149.1,17248.766666666666,Red,17622.772165739436,17768.26669036154,17735.033927089633,17603.770867640847,16762.268107460488,16.607594860945568,-1,426.1000000000022,16997.8,18350.9
17001.6,17309.2,16836.8,17277.9,-1,2022-01-25,16836.8,18350.9,2022-01-25 05:30:00,17001.6,17309.2,16836.8,17277.9,17141.3,Green,17507.814777159627,17706.970854066345,17691.497362604907,17590.99161792944,16767.398773057896,26.680683475451232,-1,276.3000000000029,16836.8,18350.9
17062.0,17182.5,16866.8,17110.2,-1,2022-01-27,16836.8,18350.9,2022-01-27 05:30:00,17062.0,17182.5,16866.8,17110.2,17053.166666666668,Green,17375.276518106417,17632.374497308054,17636.13570902349,17572.137044677307,16770.809730539906,22.444748014633277,-1,48.20000000000073,16836.8,18350.9
17208.3,17373.5,17077.1,17101.9,-1,2022-01-28,16836.8,18350.9,2022-01-28 05:30:00,17208.3,17373.5,17077.1,17101.9,17184.166666666668,Red,17284.151012070946,17566.065185144547,17585.256117687917,17553.696376258587,16774.104161081796,22.235087091072558,-1,106.39999999999782,16836.8,18350.9
17301.1,17410.0,17264.2,17339.8,-1,2022-01-31,16836.8,18350.9,2022-01-31 05:30:00,17301.1,17410.0,17264.2,17339.8,17338.0,Green,17302.700674713964,17537.782037001478,17561.879344574783,17545.30828307198,16779.732975399387,41.14480859338535,-1,38.70000000000073,16836.8,18350.9
17529.4,17622.4,17244.6,17576.8,-1,2022-02-01,16836.8,18350.9,2022-02-01 05:30:00,17529.4,17622.4,17244.6,17576.8,17481.266666666666,Green,17394.067116475977,17542.65928237629,17563.300359377183,17546.543252363273,16787.663990569545,54.40036493024825,-1,47.39999999999782,16836.8,18350.9
17706.2,17794.6,17674.8,17780.0,-1,2022-02-02,16836.8,18350.9,2022-02-02 05:30:00,17706.2,17794.6,17674.8,17780.0,17749.8,Green,17522.711410983986,17572.326872079255,17583.93842038888,17555.698418937263,16797.537980713132,62.978995815458184,-1,73.79999999999927,16836.8,18350.9
17767.8,17781.2,17511.2,17560.2,-1,2022-02-03,16836.8,18350.9,2022-02-03 05:30:00,17767.8,17781.2,17511.2,17560.2,17617.533333333336,Red,17535.207607322656,17570.81101306935,17581.677618447084,17555.87495152796,16805.126657521956,50.61815172889146,-1,207.59999999999854,16836.8,18350.9
17590.2,17617.8,17462.6,17516.3,-1,2022-02-04,16836.8,18350.9,2022-02-04 05:30:00,17590.2,17617.8,17462.6,17516.3,17532.233333333334,Red,17528.90507154844,17563.99713643568,17575.45117859498,17554.32299264451,16812.203009188404,48.34403191059819,-1,73.90000000000146,16836.8,18350.9
17456.3,17536.8,17119.4,17213.6,-1,2022-02-07,16836.8,18350.9,2022-02-07 05:30:00,17456.3,17536.8,17119.4,17213.6,17289.93333333333,Red,17423.803381032296,17520.19749438122,17540.989161585934,17540.96130665845,16816.197009096977,35.2429214499724,-1,242.70000000000073,16836.8,18350.9
17279.8,17306.4,17043.7,17266.8,-1,2022-02-08,16836.8,18350.9,2022-02-08 05:30:00,17279.8,17306.4,17043.7,17266.8,17205.633333333335,Red,17371.4689206882,17488.522807583566,17514.87590810156,17530.209882867923,16820.68062094676,38.74394263427864,-1,13.0,16836.8,18350.9
17370.1,17477.2,17339.0,17463.8,-1,2022-02-09,16836.8,18350.9,2022-02-09 05:30:00,17370.1,17477.2,17339.0,17463.8,17426.666666666668,Green,17402.24594712547,17485.43245663562,17510.01153590141,17527.605573735847,16827.079818748287,50.6094693835533,-1,93.70000000000073,16836.8,18350.9
17554.1,17639.4,17427.2,17605.8,-1,2022-02-10,16836.8,18350.9,2022-02-10 05:30:00,17554.1,17639.4,17427.2,17605.8,17557.46666666667,Green,17470.09729808365,17500.478399556167,17519.134246767942,17530.672021824637,16834.82827826323,57.69724553088976,-1,51.70000000000073,16836.8,18350.9
17451.0,17454.8,17303.0,17374.8,-1,2022-02-11,16836.8,18350.9,2022-02-11 05:30:00,17451.0,17454.8,17303.0,17374.8,17377.533333333336,Red,17438.331532055767,17484.768599611645,17505.38812802814,17524.55939351779,16840.201131215836,45.07113294846076,-1,76.20000000000073,16836.8,18350.9
17076.2,17099.5,16809.7,16842.8,-1,2022-02-14,16809.7,18350.9,2022-02-14 05:30:00,17076.2,17099.5,16809.7,16842.8,16917.333333333332,Red,17239.82102137051,17404.522524660188,17442.284496787364,17497.823731026896,16840.226990606723,28.08559991127558,-1,233.40000000000146,16809.7,18350.9
16933.2,17375.0,16839.2,17352.4,-1,2022-02-15,16809.7,18350.9,2022-02-15 05:30:00,16933.2,17375.0,16839.2,17352.4,17188.866666666665,Green,17277.34734758034,17398.007209077663,17433.7240685219,17492.120839614076,16845.32323945641,49.82219089615449,-1,419.2000000000007,16809.7,18350.9
17408.4,17490.6,17257.7,17322.2,-1,2022-02-16,16809.7,18350.9,2022-02-16 05:30:00,17408.4,17490.6,17257.7,17322.2,17356.833333333332,Red,17292.29823172023,17388.531307942954,17423.10272866267,17485.45727727627,16850.068281849883,48.773805451451175,-1,86.20000000000073,16809.7,18350.9
17396.6,17442.9,17235.8,17304.6,-1,2022-02-17,16809.7,18350.9,2022-02-17 05:30:00,17396.6,17442.9,17235.8,17304.6,17327.766666666666,Red,17296.39882114682,17378.039894450085,17411.81675450432,17478.36483503014,16854.590985513067,48.066466893129956,-1,92.0,16809.7,18350.9
17236.1,17380.8,17219.2,17276.3,-1,2022-02-18,16809.7,18350.9,2022-02-18 05:30:00,17236.1,17380.8,17219.2,17276.3,17292.100000000002,Green,17289.699214097884,17365.322407643824,17398.910396932482,17470.440723852487,16858.787095109954,46.75803255220308,-1,40.20000000000073,16809.7,18350.9
17192.2,17351.1,17070.7,17206.7,-1,2022-02-21,16809.7,18350.9,2022-02-21 05:30:00,17192.2,17351.1,17070.7,17206.7,17209.5,Green,17262.03280939859,17345.494606688346,17380.604644843675,17460.097950368076,16862.24891505911,43.28098285571324,-1,14.5,16809.7,18350.9
