Datetime,Open,High,Low,Close,Volume
2023-03-29 09:15:00,16977.3,17023.2,16976.7,16996.8,0
2023-03-29 09:20:00,16997.2,17006.1,16980.8,16999.2,0
2023-03-29 09:25:00,16996.8,17009.2,16988.3,17001.0,0
2023-03-29 09:30:00,17000.0,17006.4,16992.2,17004.3,0
2023-03-29 09:35:00,17003.3,17015.6,16994.1,17012.1,0
2023-03-29 09:40:00,17012.3,17016.7,17006.1,17015.2,0
2023-03-29 09:45:00,17015.6,17021.2,17009.9,17021.2,0
2023-03-29 09:50:00,17021.2,17028.6,17015.3,17016.6,0
2023-03-29 09:55:00,17016.4,17032.8,17014.2,17024.7,0
2023-03-29 10:00:00,17025.1,17025.3,17008.2,17009.1,0
2023-03-29 10:05:00,17008.8,17017.7,17008.8,17011.4,0
2023-03-29 10:10:00,17011.3,17017.8,17006.0,17016.4,0
2023-03-29 10:15:00,17016.0,17018.3,17010.8,17017.8,0
2023-03-29 10:20:00,17017.9,17042.8,17016.8,17036.6,0
2023-03-29 10:25:00,17035.9,17044.2,17034.6,17043.3,0
2023-03-29 10:30:00,17043.7,17048.5,17038.3,17047.7,0
2023-03-29 10:35:00,17047.4,17048.8,17041.1,17042.0,0
2023-03-29 10:40:00,17042.2,17042.2,17028.3,17030.2,0
2023-03-29 10:45:00,17030.2,17033.5,17026.3,17032.4,0
2023-03-29 10:50:00,17031.6,17035.2,17025.3,17026.3,0
2023-03-29 10:55:00,17026.7,17026.8,17016.8,17017.3,0
2023-03-29 11:00:00,17017.6,17026.9,17016.2,17016.2,0
2023-03-29 11:05:00,17016.7,17019.2,16974.7,16983.9,0
2023-03-29 11:10:00,16984.8,16986.2,16967.6,16977.7,0
2023-03-29 11:15:00,16976.0,16983.3,16968.3,16975.8,0
2023-03-29 11:20:00,16975.2,16986.1,16971.9,16986.1,0
2023-03-29 11:25:00,16986.1,16997.2,16984.3,16987.9,0
2023-03-29 11:30:00,16987.4,16987.4,16970.7,16977.3,0
2023-03-29 11:35:00,16977.8,16977.9,16967.6,16970.2,0
2023-03-29 11:40:00,16970.6,16972.8,16966.8,16968.6,0
2023-03-29 11:45:00,16968.6,16980.7,16963.1,16974.3,0
2023-03-29 11:50:00,16973.8,16975.6,16959.2,16974.3,0
2023-03-29 11:55:00,16974.8,16980.2,16971.2,16975.1,0
2023-03-29 12:00:00,16975.2,16977.8,16962.1,16964.4,0
2023-03-29 12:05:00,16964.6,16967.3,16944.8,16945.9,0
2023-03-29 12:10:00,16945.8,16955.4,16942.3,16952.0,0
2023-03-29 12:15:00,16952.4,16955.9,16940.6,16943.8,0
2023-03-29 12:20:00,16944.4,16953.4,16941.2,16947.4,0
2023-03-29 12:25:00,16947.6,16955.9,16943.8,16951.3,0
2023-03-29 12:30:00,16951.1,16953.0,16946.1,16952.2,0
2023-03-29 12:35:00,16952.5,16964.2,16951.6,16958.2,0
2023-03-29 12:40:00,16957.8,16960.3,16954.1,16957.5,0
2023-03-29 12:45:00,16957.3,16975.7,16957.2,16968.9,0
2023-03-29 12:50:00,16969.0,16972.4,16963.1,16963.1,0
2023-03-29 12:55:00,16962.9,16976.9,16958.5,16976.4,0
2023-03-29 13:00:00,16976.1,16988.8,16972.2,16973.5,0
2023-03-29 13:05:00,16973.7,16986.2,16971.2,16982.3,0
2023-03-29 13:10:00,16982.4,16989.2,16979.7,16979.9,0
2023-03-29 13:15:00,16979.9,17006.1,16979.6,17005.8,0
2023-03-29 13:20:00,17005.6,17018.1,17003.6,17011.8,0
2023-03-29 13:25:00,17011.6,17018.4,17010.0,17018.0,0
2023-03-29 13:30:00,17017.1,17020.2,17002.0,17007.7,0
2023-03-29 13:35:00,17007.5,17011.1,16992.4,16997.3,0
2023-03-29 13:40:00,16997.1,17007.9,16993.3,17003.0,0
2023-03-29 13:45:00,17002.1,17006.7,16999.3,17001.6,0
2023-03-29 13:50:00,17000.1,17012.0,16994.0,17009.7,0
2023-03-29 13:55:00,17008.9,17029.9,17008.9,17026.6,0
2023-03-29 14:00:00,17025.4,17048.2,17025.3,17047.2,0
2023-03-29 14:05:00,17047.0,17052.4,17036.8,17043.4,0
2023-03-29 14:10:00,17041.6,17045.3,17036.4,17045.3,0
2023-03-29 14:15:00,17045.3,17058.4,17024.2,17030.8,0
2023-03-29 14:20:00,17031.6,17031.6,17012.1,17025.3,0
