,Datetime,Open,High,Low,Close,Volume
0,2017-07-17 09:00:00,9908.15,9908.15,9908.15,9908.15,0
1,2017-07-17 09:15:00,9908.15,9913.9,9899.5,9911.65,0
2,2017-07-17 09:30:00,9911.95,9915.15,9894.85,9897.7,0
3,2017-07-17 09:45:00,9899.05,9916.25,9898.45,9915.35,0
4,2017-07-17 10:00:00,9915.1,9916.7,9907.15,9915.3,0
5,2017-07-17 10:15:00,9915.45,9920.3,9911.8,9916.05,0
6,2017-07-17 10:30:00,9915.95,9920.05,9914.0,9917.75,0
7,2017-07-17 10:45:00,9917.4,9920.1,9914.4,9918.8,0
8,2017-07-17 11:00:00,9918.7,9920.15,9913.85,9915.25,0
9,2017-07-17 11:15:00,9915.4,9916.55,9908.95,9909.65,0
10,2017-07-17 11:30:00,9909.95,9911.25,9902.75,9910.15,0
11,2017-07-17 11:45:00,9910.05,9914.3,9909.0,9914.3,0
12,2017-07-17 12:00:00,9914.05,9914.55,9903.75,9904.7,0
13,2017-07-17 12:15:00,9904.75,9908.45,9902.6,9907.75,0
14,2017-07-17 12:30:00,9907.7,9910.75,9904.85,9907.75,0
15,2017-07-17 12:45:00,9907.9,9911.05,9905.9,9908.0,0
16,2017-07-17 13:00:00,9908.35,9911.1,9905.95,9907.05,0
17,2017-07-17 13:15:00,9907.25,9909.05,9904.3,9907.9,0
18,2017-07-17 13:30:00,9908.05,9914.65,9908.05,9911.2,0
19,2017-07-17 13:45:00,9911.3,9915.05,9908.85,9910.5,0
20,2017-07-17 14:00:00,9910.75,9917.3,9909.4,9917.3,0
21,2017-07-17 14:15:00,9917.4,9922.85,9916.7,9920.5,0
22,2017-07-17 14:30:00,9920.3,9924.05,9916.0,9921.0,0
23,2017-07-17 14:45:00,9921.1,9928.2,9919.65,9922.05,0
24,2017-07-17 15:00:00,9922.1,9927.7,9919.25,9919.9,0
25,2017-07-17 15:15:00,9919.05,9921.3,9910.4,9913.65,0
26,2017-07-18 09:00:00,9832.7,9832.7,9832.7,9832.7,0
27,2017-07-18 09:15:00,9863.5,9871.55,9853.25,9871.55,0
28,2017-07-18 09:30:00,9870.3,9877.65,9866.4,9871.7,0
29,2017-07-18 09:45:00,9872.35,9884.45,9872.35,9876.4,0
30,2017-07-18 10:00:00,9877.25,9877.25,9873.35,9873.35,0
31,2017-07-18 10:15:00,9872.75,9875.7,9871.45,9873.4,0
32,2017-07-18 10:30:00,9873.8,9875.0,9872.05,9872.65,0
33,2017-07-18 10:45:00,9872.7,9872.7,9857.55,9857.55,0
34,2017-07-18 11:00:00,9857.65,9858.55,9842.45,9853.1,0
35,2017-07-18 11:15:00,9853.35,9859.2,9850.9,9859.2,0
36,2017-07-18 11:30:00,9862.15,9862.85,9858.8,9862.25,0
37,2017-07-18 11:45:00,9862.6,9862.6,9858.7,9859.05,0
38,2017-07-18 12:00:00,9859.45,9860.25,9853.8,9856.25,0
39,2017-07-18 12:15:00,9856.35,9858.85,9853.8,9853.8,0
40,2017-07-18 12:30:00,9856.9,9856.9,9849.3,9851.7,0
41,2017-07-18 12:45:00,9850.25,9853.35,9847.6,9847.6,0
42,2017-07-18 13:00:00,9847.75,9849.25,9842.9,9842.95,0
43,2017-07-18 13:15:00,9844.25,9855.0,9842.05,9855.0,0
44,2017-07-18 13:30:00,9852.35,9852.75,9845.0,9845.0,0
45,2017-07-18 13:45:00,9847.1,9864.2,9847.1,9860.45,0
46,2017-07-18 14:00:00,9864.55,9870.8,9864.55,9867.6,0
47,2017-07-18 14:15:00,9869.55,9869.55,9860.65,9861.4,0
48,2017-07-18 14:30:00,9860.0,9860.0,9829.5,9836.35,0
49,2017-07-18 14:45:00,9836.85,9836.85,9817.95,9827.05,0
50,2017-07-18 15:00:00,9825.65,9832.15,9824.15,9829.85,0
51,2017-07-18 15:15:00,9825.95,9828.45,9824.2,9828.45,0
52,2017-07-19 09:00:00,9855.95,9855.95,9855.95,9855.95,0
53,2017-07-19 09:15:00,9866.8,9868.2,9853.9,9857.1,0
54,2017-07-19 09:30:00,9859.2,9873.8,9859.2,9863.4,0
55,2017-07-19 09:45:00,9862.35,9867.25,9856.95,9866.2,0
56,2017-07-19 10:00:00,9864.95,9866.95,9862.9,9863.9,0
57,2017-07-19 10:15:00,9865.4,9872.85,9865.4,9872.85,0
58,2017-07-19 10:30:00,9873.1,9875.8,9870.4,9875.45,0
59,2017-07-19 10:45:00,9875.35,9876.15,9871.0,9871.65,0
60,2017-07-19 11:00:00,9869.15,9872.8,9867.4,9872.8,0
61,2017-07-19 11:15:00,9872.8,9877.7,9871.5,9877.45,0
62,2017-07-19 11:30:00,9880.2,9881.2,9876.9,9880.65,0
63,2017-07-19 11:45:00,9881.35,9881.35,9876.55,9877.1,0
64,2017-07-19 12:00:00,9878.4,9879.5,9874.15,9878.6,0
65,2017-07-19 12:15:00,9880.5,9885.4,9880.4,9884.05,0
66,2017-07-19 12:30:00,9884.6,9888.8,9883.0,9883.0,0
67,2017-07-19 12:45:00,9881.6,9882.05,9875.6,9876.15,0
68,2017-07-19 13:00:00,9875.05,9878.85,9873.3,9875.3,0
69,2017-07-19 13:15:00,9875.85,9876.65,9872.35,9874.9,0
70,2017-07-19 13:30:00,9875.8,9875.8,9871.35,9871.5,0
71,2017-07-19 13:45:00,9865.2,9868.65,9862.0,9863.75,0
72,2017-07-19 14:00:00,9866.9,9876.7,9866.9,9876.7,0
73,2017-07-19 14:15:00,9876.9,9879.2,9875.2,9877.65,0
74,2017-07-19 14:30:00,9878.1,9889.2,9877.35,9884.75,0
75,2017-07-19 14:45:00,9886.2,9898.1,9886.2,9894.65,0
76,2017-07-19 15:00:00,9896.7,9903.45,9894.95,9897.95,0
77,2017-07-19 15:15:00,9898.95,9904.0,9898.95,9902.05,0
78,2017-07-20 09:00:00,9920.2,9920.2,9920.2,9920.2,0
79,2017-07-20 09:15:00,9914.0,9920.45,9911.1,9911.1,0
